,district,year,season,crop,area,production,yield,temperature,rainfall,humidity,nitrogen,phosphorus,potassium,organic_carbon,ph,micronutrient_score
10,north 24 parganas,1997,rabi,wheat,6790.0,11950.0,1.759941089837997,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
11,north 24 parganas,1997,summer,moong(green gram),175.0,5.0,0.02857142857142857,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
12,north 24 parganas,1997,summer,rice,98044.0,269690.0,2.750703765656236,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
13,north 24 parganas,1997,whole year,arecanut,1345.0,1274.0,0.9472118959107807,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
14,north 24 parganas,1997,whole year,arhar/tur,45.0,40.0,0.8888888888888888,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
15,north 24 parganas,1997,whole year,coconut,2975.0,40162.0,13.499831932773109,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
16,north 24 parganas,1997,whole year,dry chillies,3916.0,7706.0,1.9678243105209396,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
17,north 24 parganas,1997,whole year,groundnut,1719.0,2840.0,1.6521233275159977,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
18,north 24 parganas,1997,whole year,linseed,123.0,20.0,0.16260162601626016,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
19,north 24 parganas,1997,whole year,maize,5.0,10.0,2.0,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
20,north 24 parganas,1997,whole year,potato,6199.0,131431.0,21.201968059364415,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
21,north 24 parganas,1997,whole year,pulses total,975200.0,595700.0,0.6108490566037735,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
22,north 24 parganas,1997,whole year,rapeseed &mustard,33993.0,25070.0,0.7375047803959639,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
23,north 24 parganas,1997,whole year,sesamum,6188.0,3875.0,0.6262120232708468,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
24,north 24 parganas,1997,whole year,sugarcane,183.0,12060.0,65.90163934426229,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
25,north 24 parganas,1997,whole year,turmeric,820.0,1701.0,2.074390243902439,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
26,north 24 parganas,1997,winter,rice,193202.0,381990.0,1.977153445616505,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
27,north 24 parganas,1998,autumn,rice,21417.0,45870.0,2.1417565485362093,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
28,north 24 parganas,1998,kharif,arhar/tur,61.0,50.0,0.819672131147541,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
29,north 24 parganas,1998,kharif,dry ginger,287.0,409.0,1.4250871080139373,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
30,north 24 parganas,1998,kharif,jute,58511.0,815790.0,13.942506537232315,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
31,north 24 parganas,1998,kharif,mesta,1159.0,10440.0,9.007765314926662,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
32,north 24 parganas,1998,kharif,moong(green gram),14.0,6.0,0.42857142857142855,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
33,north 24 parganas,1998,kharif,sunflower,12.0,8.0,0.6666666666666666,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
34,north 24 parganas,1998,kharif,urad,1738.0,1240.0,0.713463751438435,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
35,north 24 parganas,1998,rabi,gram,1191.0,890.0,0.7472712006717045,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
36,north 24 parganas,1998,rabi,khesari,202.0,200.0,0.9900990099009901,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
37,north 24 parganas,1998,rabi,linseed,149.0,30.0,0.20134228187919462,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
38,north 24 parganas,1998,rabi,masoor,4901.0,3220.0,0.657008773719649,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
39,north 24 parganas,1998,rabi,peas & beans (pulses),1081.0,790.0,0.730804810360777,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
40,north 24 parganas,1998,rabi,rapeseed &mustard,33603.0,24310.0,0.7234473112519716,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
41,north 24 parganas,1998,rabi,wheat,8621.0,18030.0,2.0914047094304604,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
42,north 24 parganas,1998,summer,moong(green gram),86.0,30.0,0.3488372093023256,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
43,north 24 parganas,1998,summer,rice,114251.0,425881.0,3.727591005768002,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
44,north 24 parganas,1998,whole year,arecanut,1383.0,2196.0,1.5878524945770065,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
45,north 24 parganas,1998,whole year,coconut,2990.0,55682.8,18.623010033444817,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
46,north 24 parganas,1998,whole year,dry chillies,3416.0,4447.0,1.3018149882903982,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
47,north 24 parganas,1998,whole year,groundnut,2110.0,3248.0,1.5393364928909952,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
48,north 24 parganas,1998,whole year,potato,7927.0,166929.0,21.058281821622302,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
49,north 24 parganas,1998,whole year,sesamum,2956.0,3035.0,1.0267253044654938,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
50,north 24 parganas,1998,whole year,sugarcane,352.0,23160.0,65.79545454545455,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
51,north 24 parganas,1998,whole year,turmeric,822.0,2044.0,2.48661800486618,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
52,north 24 parganas,1998,winter,rice,199701.0,391190.0,1.9588785233924717,26.21184350132626,112.19471264367816,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
53,north 24 parganas,1999,autumn,dry chillies,1054.0,1067.0,1.0123339658444024,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
54,north 24 parganas,1999,autumn,rice,25760.0,60990.0,2.3676242236024843,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
55,north 24 parganas,1999,autumn,sesamum,10.0,3.0,0.3,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
56,north 24 parganas,1999,kharif,arhar/tur,74.0,90.0,1.2162162162162162,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
57,north 24 parganas,1999,kharif,dry ginger,256.0,358.0,1.3984375,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
58,north 24 parganas,1999,kharif,groundnut,17.0,37.0,2.176470588235294,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
59,north 24 parganas,1999,kharif,jute,57060.0,790480.0,13.853487556957589,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
60,north 24 parganas,1999,kharif,mesta,637.0,7530.0,11.821036106750393,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
61,north 24 parganas,1999,kharif,sunflower,7.0,9.0,1.2857142857142858,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
62,north 24 parganas,1999,kharif,urad,3317.0,2531.0,0.7630388905637624,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
63,north 24 parganas,1999,rabi,dry chillies,2722.0,4181.0,1.5360029390154297,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
64,north 24 parganas,1999,rabi,gram,909.0,727.0,0.7997799779977998,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
65,north 24 parganas,1999,rabi,khesari,84.0,71.0,0.8452380952380952,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
66,north 24 parganas,1999,rabi,masoor,4520.0,2201.0,0.48694690265486723,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
67,north 24 parganas,1999,rabi,peas & beans (pulses),496.0,465.0,0.9375,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
68,north 24 parganas,1999,rabi,rapeseed &mustard,35859.0,30606.0,0.8535095791851418,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
69,north 24 parganas,1999,rabi,wheat,7672.0,16278.0,2.1217413972888424,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
70,north 24 parganas,1999,summer,groundnut,2441.0,3910.0,1.6018025399426465,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
71,north 24 parganas,1999,summer,moong(green gram),109.0,30.0,0.27522935779816515,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
72,north 24 parganas,1999,summer,rice,112461.0,345460.0,3.071820453312704,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
73,north 24 parganas,1999,summer,sesamum,3766.0,3280.0,0.8709506107275624,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
74,north 24 parganas,1999,whole year,arecanut,1410.0,2280.0,1.6170212765957446,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
75,north 24 parganas,1999,whole year,coconut,3010.0,49878.7,16.57099667774086,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
76,north 24 parganas,1999,whole year,sugarcane,1003.0,59461.0,59.28315054835493,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
77,north 24 parganas,1999,whole year,turmeric,864.0,2243.0,2.596064814814815,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
78,north 24 parganas,1999,winter,potato,7554.0,159827.0,21.157929573735768,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
79,north 24 parganas,1999,winter,rice,192944.0,423850.0,2.1967513890040635,26.21184350132626,116.50989389920424,74.59828028293545,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
80,north 24 parganas,2000,autumn,rice,28438.0,47660.0,1.6759265771151277,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
81,north 24 parganas,2000,kharif,arhar/tur,43.0,30.0,0.6976744186046512,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
82,north 24 parganas,2000,kharif,dry ginger,248.0,233.0,0.9395161290322581,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
83,north 24 parganas,2000,kharif,jute,55824.0,776920.0,13.917311550587561,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
84,north 24 parganas,2000,kharif,mesta,971.0,8120.0,8.362512873326468,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
85,north 24 parganas,2000,kharif,sunflower,11.0,6.0,0.5454545454545454,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
86,north 24 parganas,2000,kharif,urad,1266.0,770.0,0.608214849921011,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
87,north 24 parganas,2000,rabi,gram,1123.0,780.0,0.6945681211041852,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
88,north 24 parganas,2000,rabi,groundnut,980.0,750.0,0.7653061224489796,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
89,north 24 parganas,2000,rabi,khesari,284.0,290.0,1.0211267605633803,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
90,north 24 parganas,2000,rabi,masoor,9229.0,7850.0,0.8505796944414346,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
91,north 24 parganas,2000,rabi,peas & beans (pulses),518.0,440.0,0.8494208494208494,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
92,north 24 parganas,2000,rabi,rapeseed &mustard,40274.0,35430.0,0.8797238913442916,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
93,north 24 parganas,2000,rabi,wheat,13556.0,33850.0,2.497049277072883,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
94,north 24 parganas,2000,summer,groundnut,3000.0,5139.0,1.713,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
95,north 24 parganas,2000,summer,moong(green gram),384.0,198.0,0.515625,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
96,north 24 parganas,2000,summer,rice,109077.0,341715.0,3.1327869303336175,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
97,north 24 parganas,2000,whole year,arecanut,1405.0,2713.0,1.9309608540925267,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
98,north 24 parganas,2000,whole year,coconut,3051.0,63509.6,20.815994755817766,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
99,north 24 parganas,2000,whole year,dry chillies,2913.0,3311.0,1.1366289049090286,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
100,north 24 parganas,2000,whole year,potato,8452.0,189017.0,22.363582584003787,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
101,north 24 parganas,2000,whole year,sesamum,4191.0,4397.0,1.0491529467907421,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
102,north 24 parganas,2000,whole year,sugarcane,1005.0,64640.0,64.31840796019901,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
103,north 24 parganas,2000,whole year,turmeric,815.0,2082.0,2.554601226993865,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
104,north 24 parganas,2000,winter,rice,136439.0,251580.0,1.843900937415255,25.934166666666666,1228.0,75.44166666666666,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
105,north 24 parganas,2001,autumn,rice,32824.0,75912.0,2.312698025834755,26.18916666666667,1479.06,74.48583333333333,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
106,north 24 parganas,2001,kharif,arhar/tur,27.0,40.0,1.4814814814814814,26.18916666666667,1479.06,74.48583333333333,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
107,north 24 parganas,2001,kharif,cotton(lint),250.0,620.0,2.48,26.18916666666667,1479.06,74.48583333333333,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
108,north 24 parganas,2001,kharif,dry ginger,267.0,253.0,0.947565543071161,26.18916666666667,1479.06,74.48583333333333,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
109,north 24 parganas,2001,kharif,jute,61405.0,886561.0,14.437928507450533,26.18916666666667,1479.06,74.48583333333333,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
110,north 24 parganas,2001,kharif,mesta,1059.0,11169.0,10.546742209631729,26.18916666666667,1479.06,74.48583333333333,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
111,north 24 parganas,2001,kharif,sunflower,304.0,451.0,1.4835526315789473,26.18916666666667,1479.06,74.48583333333333,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
112,north 24 parganas,2001,kharif,urad,1738.0,935.0,0.5379746835443038,26.18916666666667,1479.06,74.48583333333333,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
113,north 24 parganas,2001,rabi,gram,818.0,665.0,0.812958435207824,26.18916666666667,1479.06,74.48583333333333,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
114,north 24 parganas,2001,rabi,groundnut,974.0,592.0,0.6078028747433265,26.18916666666667,1479.06,74.48583333333333,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
115,north 24 parganas,2001,rabi,khesari,487.0,391.0,0.8028747433264887,26.18916666666667,1479.06,74.48583333333333,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
116,north 24 parganas,2001,rabi,linseed,176.0,71.0,0.4034090909090909,26.18916666666667,1479.06,74.48583333333333,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
117,north 24 parganas,2001,rabi,masoor,5101.0,2296.0,0.4501078219956871,26.18916666666667,1479.06,74.48583333333333,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
118,north 24 parganas,2001,rabi,peas & beans (pulses),799.0,512.0,0.6408010012515645,26.18916666666667,1479.06,74.48583333333333,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
119,north 24 parganas,2001,rabi,rapeseed &mustard,44542.0,29782.0,0.6686273629383503,26.18916666666667,1479.06,74.48583333333333,0.44014718313360846,0.8726115283234693,0.5455892590750869,0.6992937431612454,6.904369680983427,0.9340152027699288
